"Latitud" "Longitud" "observe.time"
"1" -76.5205574 3.4682836 0
"2" -76.534868 3.3854759 0
"3" -76.529604 3.448664 0.0357142857142857
"4" -76.4834821 3.4698364 0.0714285714285714
"5" -76.4886377 3.4955098 0.107142857142857
"6" -76.4742475 3.4144294 0.142857142857143
"7" -76.494653 3.4104114 0.142857142857143
"8" -76.5292396 3.4468796 0.178571428571429
"9" -76.5154466 3.3753753 0.178571428571429
"10" -76.5272904 3.4457741 0.214285714285714
"11" -76.47533474 3.448525804 0.25
"12" -76.5126959 3.4072486 0.25
"13" -76.50447265 3.492856781 0.25
"14" -76.4993217 3.4256668 0.25
"15" -76.5155231 3.376888 0.285714285714286
"16" -76.5337978 3.3891837 0.285714285714286
"17" -76.5285278 3.383317 0.285714285714286
"18" -76.5257946 3.4777548 0.285714285714286
"19" -76.5186334 3.3545871 0.285714285714286
"20" -76.5414761 3.4383718 0.285714285714286
"21" -76.5302327 3.3977368 0.285714285714286
"22" -76.5153902 3.414938 0.321428571428571
"23" -76.5616319 3.417826796 0.357142857142857
"24" -76.5614874 3.4178119 0.357142857142857
"25" -76.516 3.358 0.357142857142857
"26" -76.5059147 3.4323509 0.357142857142857
"27" -76.5258217985997 3.47776707329059 0.357142857142857
"28" -76.501955 3.4741555 0.357142857142857
"29" -76.55110672 3.452537 0.357142857142857
"30" -76.5011311 3.4059721 0.357142857142857
"31" -76.5181116 3.4395113 0.357142857142857
"32" -76.5182464 3.3704436 0.357142857142857
"33" -76.5406107 3.4458334 0.392857142857143
"34" -76.5411344 3.3864377 0.392857142857143
"35" -76.5493123 3.4345951 0.392857142857143
"36" -76.52522934 3.408514855 0.392857142857143
"37" -76.4885537 3.4611858 0.392857142857143
"38" -76.5399958 3.4214354 0.392857142857143
"39" -76.47811147 3.438396473 0.392857142857143
"40" -76.5010926 3.4300423 0.392857142857143
"41" -76.49331516 3.450134745 0.392857142857143
"42" -76.5145037 3.384588005 0.428571428571429
"43" -76.5506593 3.3987317 0.428571428571429
"44" -76.5394066 3.3919109 0.428571428571429
"45" -76.5319483 3.4703327 0.428571428571429
"46" -76.54600217 3.386900995 0.428571428571429
"47" -76.5245853 3.4103575 0.428571428571429
"48" -76.4937281 3.4123988 0.428571428571429
"49" -76.514184 3.4366767 0.428571428571429
"50" -76.54411459 3.405272513 0.428571428571429
"51" -76.5269839 3.3362361 0.428571428571429
"52" -76.5358592 3.4373634 0.428571428571429
"53" -76.5313663 3.4275033 0.428571428571429
"54" -76.54441053 3.383028334 0.428571428571429
"55" -76.5155379323213 3.37692990356493 0.464285714285714
"56" -76.5198027 3.3874492 0.464285714285714
"57" -76.5049236 3.4489484 0.464285714285714
"58" -76.49435758 3.482380694 0.464285714285714
"59" -76.5411259497541 3.38639043525083 0.464285714285714
"60" -76.4769992 3.4662036 0.464285714285714
"61" -76.5442449 3.4410834 0.464285714285714
"62" -76.5426614 3.3821016 0.464285714285714
"63" -76.5293139 3.4614557 0.464285714285714
"64" -76.54207256 3.380796724 0.464285714285714
"65" -76.5415812 3.3500339 0.464285714285714
"66" -76.515 3.356 0.464285714285714
"67" -76.4949199 3.450906 0.464285714285714
"68" -76.5471314 3.4002205 0.464285714285714
"69" -76.5174803 3.463788148 0.464285714285714
"70" -76.5291263 3.394287578 0.464285714285714
"71" -76.467994 3.4319402 0.464285714285714
"72" -76.5090173 3.4123965 0.464285714285714
"73" -76.4780865 3.4372117 0.464285714285714
"74" -76.5498847 3.4198229 0.464285714285714
"75" -76.5156853 3.3707582 0.5
"76" -76.52118495 3.378504016 0.5
"77" -76.5410870520663 3.38644133914331 0.5
"78" -76.541 3.386 0.5
"79" -76.5167421 3.367968 0.5
"80" -76.5355925 3.4056104 0.5
"81" -76.5457748 3.4162333 0.5
"82" -76.5381671 3.3902209 0.5
"83" -76.50437052 3.493570904 0.5
"84" -76.4799331 3.4574251 0.5
"85" -76.5267684 3.4578595 0.5
"86" -76.52949348 3.461601497 0.5
"87" -76.5091247 3.4054063 0.5
"88" -76.55039119 3.387295867 0.5
"89" -76.5020814 3.4495949 0.5
"90" -76.5397841 3.3633582 0.5
"91" -76.5227355 3.4256658 0.5
"92" -76.4976381 3.4116497 0.5
"93" -76.5427365 3.4053648 0.5
"94" -76.5611172 3.3830769 0.5
"95" -76.5615220018486 3.41782691197757 0.535714285714286
"96" -76.526668 3.4332492 0.535714285714286
"97" -76.5313453 3.4202779 0.535714285714286
"98" -76.5441634 3.4545583 0.535714285714286
"99" -76.5502035 3.3865202 0.535714285714286
"100" -76.51766958 3.450425384 0.535714285714286
"101" -76.5085841 3.417727 0.535714285714286
"102" -76.5315937 3.4545448 0.535714285714286
"103" -76.5337515908662 3.38923348791353 0.535714285714286
"104" -76.51545531 3.449056091 0.535714285714286
"105" -76.51999708 3.406878377 0.535714285714286
"106" -76.50989 3.472228 0.535714285714286
"107" -76.49152 3.4750925 0.535714285714286
"108" -76.5360484 3.3822368 0.535714285714286
"109" -76.520945 3.4333323 0.535714285714286
"110" -76.4990307 3.418124 0.535714285714286
"111" -76.5296418 3.41993 0.535714285714286
"112" -76.5191802 3.4909247 0.535714285714286
"113" -76.5141324222113 3.43670937889139 0.535714285714286
"114" -76.5381613 3.367184 0.535714285714286
"115" -76.5157874 3.3746052 0.535714285714286
"116" -76.499613 3.4181062 0.571428571428571
"117" -76.5614687490987 3.41786950974938 0.571428571428571
"118" -76.5313787 3.3825069 0.571428571428571
"119" -76.53942518 3.451879439 0.571428571428571
"120" -76.5290392 3.422469 0.571428571428571
"121" -76.52875429 3.352354625 0.571428571428571
"122" -76.54063179 3.364463844 0.571428571428571
"123" -76.5181128 3.4640622 0.571428571428571
"124" -76.5038231 3.4941042 0.571428571428571
"125" -76.5462157 3.3743312 0.571428571428571
"126" -76.5018389 3.4427608 0.571428571428571
"127" -76.5436308 3.4111616 0.571428571428571
"128" -76.5365442 3.4049193 0.571428571428571
"129" -76.50329346 3.41081649 0.571428571428571
"130" -76.5320305 3.3846742 0.571428571428571
"131" -76.489242 3.4709404 0.571428571428571
"132" -76.4678241 3.4168862 0.571428571428571
"133" -76.5427382 3.3573703 0.607142857142857
"134" -76.5287429 3.3811297 0.607142857142857
"135" -76.50410675 3.492807839 0.607142857142857
"136" -76.5128917 3.4178066 0.607142857142857
"137" -76.5288833 3.3166896 0.607142857142857
"138" -76.5514289 3.3997036 0.607142857142857
"139" -76.5588653 3.3583365 0.607142857142857
"140" -76.5449347 3.4156319 0.607142857142857
"141" -76.5294039 3.4684749 0.607142857142857
"142" -76.5151678 3.3564527 0.607142857142857
"143" -76.495017 3.4143296 0.607142857142857
"144" -76.49563974 3.48349175 0.607142857142857
